0,112,20,19,25,26,27,12,22,9,33,112,112,17,20,30,4,32,17,24,5,18,111,18,29,22,112,110,110,112,25,17,45,28,26,18,13,112,44,10,32,8,42,4,20,37,35,24,45,8,31,114,18,31,32,19,18,34,23,23,30,12,16,16,27,23,14,12,56,30,29,25,28,30,25,3,19,26,27,11,34,113,17,29,5,13,4,11,11,28,24,12,2,22,16,6,6,10,18,14,26,36,24,41,27,39,30,3,33,112,43,26,25,14,
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
10,110,0,11,47,48,7,7,16,11,14,110,111,5,12,49,5,23,10,6,9,12,110,6,28,7,112,111,109,111,8,9,52,66,11,10,6,110,13,4,63,2,46,5,13,9,21,18,25,3,11,111,11,9,10,7,11,15,7,40,12,4,4,9,9,16,5,7,13,25,10,52,51,9,17,6,12,50,16,6,27,112,5,8,15,5,7,3,5,23,14,5,12,21,9,6,10,4,11,7,19,17,20,43,25,39,8,6,11,109,48,19,17,5,
22,113,28,0,15,16,10,11,14,23,34,113,113,9,2,20,9,18,3,8,21,4,110,11,19,5,111,112,110,114,26,3,30,18,15,2,5,112,41,8,22,21,27,16,13,38,20,17,25,12,17,115,10,37,41,13,8,36,23,12,35,23,8,7,33,2,31,12,35,19,16,15,19,17,15,18,11,16,16,10,20,111,10,12,31,27,19,19,6,4,14,4,24,3,18,11,22,7,6,7,4,18,13,26,4,26,33,17,42,114,28,16,3,25,
49,111,88,21,0,2,51,24,4,35,28,111,110,39,19,5,21,14,14,45,33,25,109,21,11,39,112,111,112,112,24,23,9,2,13,27,20,111,27,20,7,66,6,28,5,23,14,5,15,26,12,112,7,22,24,40,8,32,19,3,29,41,23,13,25,31,57,25,18,13,14,2,3,15,9,44,3,4,11,23,17,111,22,53,77,48,46,25,18,12,9,19,52,26,33,24,34,21,10,10,27,21,9,5,24,6,18,29,24,111,6,8,13,44,
49,111,91,18,2,0,52,24,3,35,28,110,109,39,17,5,20,14,13,42,33,25,108,21,11,39,112,111,110,112,24,23,9,3,13,27,20,108,27,19,7,69,5,28,5,23,14,5,15,26,12,112,7,22,24,40,8,32,19,4,29,42,23,12,25,30,58,26,19,13,14,3,2,15,9,44,2,4,11,22,17,113,22,55,74,51,46,25,15,11,9,16,51,23,34,25,34,19,9,11,26,21,9,4,20,6,18,29,24,113,6,8,13,46,
28,111,15,9,36,37,0,20,12,26,11,109,110,7,6,37,11,20,7,2,23,12,110,2,24,3,112,112,109,112,7,10,31,54,10,13,4,111,12,10,51,10,27,16,10,8,18,14,21,18,10,110,8,8,9,9,8,14,6,27,9,10,6,5,8,11,14,21,12,21,9,39,40,8,16,23,9,38,15,17,24,112,5,2,63,13,25,8,8,12,13,8,31,8,27,17,24,10,8,6,13,14,12,24,12,26,7,17,10,108,28,18,10,11,
9,111,16,20,28,29,27,0,26,3,33,111,111,17,21,34,6,32,20,24,3,19,110,20,32,22,112,109,109,111,26,17,47,32,29,18,14,111,45,10,36,12,43,5,24,38,35,27,45,9,32,113,21,31,32,19,20,34,25,25,30,15,16,18,27,26,17,6,56,33,30,28,31,31,28,7,23,30,30,5,34,113,17,29,9,16,8,14,13,32,27,13,10,25,7,7,2,11,20,15,27,36,26,43,30,40,30,4,33,111,45,29,26,17,
37,113,48,10,4,5,16,13,0,26,38,113,111,34,9,9,9,16,5,14,24,15,111,33,22,12,112,112,113,114,30,13,5,5,13,17,10,111,36,8,11,28,3,19,5,29,22,2,26,16,18,114,3,27,29,47,7,43,24,8,36,47,19,4,31,21,72,14,28,23,14,6,7,15,16,32,4,8,17,11,18,113,25,22,53,60,34,30,7,6,11,7,39,14,21,13,25,9,3,4,16,19,8,2,14,14,22,20,31,114,3,17,7,52,
8,112,16,20,28,29,28,5,25,0,34,112,112,17,21,33,5,32,19,25,2,19,111,19,31,23,112,109,110,112,26,16,47,31,28,18,13,112,46,9,35,11,43,4,23,39,35,26,45,8,31,114,20,32,33,19,19,35,25,25,30,14,16,17,27,25,16,3,57,32,29,28,31,31,27,6,22,29,29,2,35,113,17,30,8,15,7,13,12,31,26,12,9,24,4,6,3,10,19,14,28,36,26,42,29,40,30,3,34,112,45,28,26,17,
36,111,23,22,30,30,7,34,38,32,0,111,110,10,18,25,23,17,19,8,30,28,110,5,21,9,113,114,110,114,2,26,60,40,14,33,16,109,13,22,38,16,56,23,40,9,16,42,18,21,14,111,31,5,4,11,20,2,3,18,5,11,7,17,3,46,16,30,12,19,12,27,31,11,17,31,34,26,17,28,19,113,6,9,83,14,33,8,24,30,16,22,40,20,38,25,31,26,22,21,49,13,30,53,37,20,8,24,5,111,57,18,34,12,
2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
38,114,49,11,5,6,17,14,2,27,39,114,0,35,10,10,10,17,6,15,25,16,112,34,23,13,113,113,114,115,31,14,6,6,14,18,11,112,37,9,12,29,4,20,6,30,23,3,27,17,19,115,4,28,30,48,8,44,25,9,37,48,20,5,32,22,73,15,29,24,15,7,8,16,17,33,5,9,18,12,19,114,26,23,54,61,35,31,8,7,12,8,40,15,22,14,26,10,4,5,17,20,9,3,15,15,23,21,32,115,4,18,8,53,
21,110,11,12,36,36,6,24,39,23,8,109,109,0,8,30,15,18,10,4,20,20,110,4,23,5,112,110,110,110,7,17,66,47,10,21,6,111,12,14,43,9,59,16,39,8,18,43,20,13,9,108,35,8,9,2,27,9,5,24,9,7,4,7,8,22,8,20,11,21,8,33,37,7,16,17,36,31,15,17,21,112,3,7,70,8,18,5,15,27,13,13,26,10,27,17,21,17,20,18,25,14,38,56,19,25,6,17,10,108,61,18,17,8,
23,113,28,2,15,16,10,11,13,23,36,113,114,9,0,20,9,16,4,8,21,5,110,11,18,6,111,112,109,114,27,4,30,18,15,3,6,113,41,8,21,22,27,16,12,38,20,17,24,12,17,115,9,36,39,13,8,37,23,12,36,24,8,7,34,3,32,12,35,18,16,15,19,17,15,18,10,16,16,10,19,111,10,12,32,27,19,20,6,4,13,5,25,2,18,11,22,7,6,7,3,18,13,25,4,24,32,17,41,114,28,16,2,26,
53,113,69,15,4,5,41,24,7,38,22,113,111,34,14,0,17,9,11,43,34,23,111,16,7,44,113,113,113,114,18,19,13,5,8,26,13,111,24,16,2,56,10,27,9,17,8,9,9,25,7,112,11,16,17,35,6,26,14,5,24,35,18,10,18,30,47,25,12,9,9,3,6,10,4,46,6,2,6,21,11,114,17,43,87,42,50,20,12,9,6,12,56,19,41,22,35,16,8,7,25,14,7,9,20,2,12,28,18,112,10,3,11,36,
9,111,10,9,15,16,19,3,15,9,25,112,112,8,10,22,0,24,10,16,7,10,111,9,20,14,113,110,110,112,17,7,45,18,18,8,6,112,40,4,24,3,42,5,13,31,27,16,37,3,23,114,11,23,24,10,11,26,15,13,22,6,7,9,19,14,8,3,56,21,21,15,18,22,15,6,12,17,18,2,26,114,8,22,13,7,7,5,5,21,14,5,10,19,7,2,8,4,11,7,17,28,15,41,23,35,22,6,25,112,43,16,15,8,
67,111,45,19,17,18,25,52,22,58,12,110,109,25,17,9,35,0,17,28,53,29,108,8,9,29,115,114,111,113,8,24,31,25,2,29,20,108,13,32,21,40,29,43,23,7,7,24,9,47,5,113,18,7,8,28,7,15,7,4,13,26,10,15,9,33,37,51,2,11,4,12,19,5,4,58,20,10,7,47,2,115,9,31,92,32,64,11,19,10,3,19,71,18,62,44,54,24,9,8,23,6,10,27,13,7,6,44,9,113,28,5,11,27,
18,113,22,6,9,10,7,7,9,17,21,112,113,6,5,12,4,11,0,5,15,8,110,8,12,3,111,111,110,113,13,5,28,12,9,8,3,113,34,3,15,14,25,10,8,26,15,10,19,9,12,114,6,25,31,10,6,22,10,7,21,15,5,4,20,7,18,8,25,13,10,9,12,11,9,14,7,10,10,6,13,111,7,8,33,18,15,12,2,8,8,2,20,6,13,7,16,4,6,4,9,12,8,22,8,15,21,11,32,113,24,10,6,16,
27,109,14,7,25,26,2,18,12,24,13,107,111,4,4,38,10,21,5,0,22,12,110,4,26,2,111,110,110,110,7,10,30,50,10,13,2,112,14,9,53,9,27,14,10,8,20,14,23,17,10,109,8,8,9,8,8,14,6,17,11,9,3,3,8,11,12,19,14,23,9,32,28,8,18,22,9,39,17,16,26,111,4,3,59,12,24,6,8,12,15,7,29,6,25,14,23,10,8,6,13,16,12,24,12,32,7,15,10,108,27,20,10,10,
8,112,17,19,25,27,28,5,25,3,34,112,112,16,20,33,5,31,19,25,0,18,111,19,31,23,113,110,110,112,25,16,46,30,28,17,13,112,46,9,35,8,42,3,23,39,34,26,45,8,31,114,20,32,33,18,19,35,24,23,30,14,15,17,26,24,16,5,57,32,29,27,29,30,27,5,22,29,29,4,35,114,16,30,8,15,6,13,12,30,26,12,9,24,6,6,2,10,19,14,26,35,25,42,29,39,30,2,34,112,44,28,25,16,
14,110,15,4,20,21,14,7,20,14,33,110,113,10,5,23,5,19,9,9,12,0,108,15,20,7,110,109,108,111,22,2,29,23,17,3,7,112,47,4,26,9,26,7,19,41,23,21,27,8,20,113,16,34,41,16,11,34,19,13,29,22,9,8,28,4,30,8,34,21,18,20,23,19,17,9,17,21,18,6,21,110,11,15,28,23,11,18,3,9,14,6,16,6,12,7,13,4,13,9,7,20,17,25,7,25,30,8,42,113,27,18,6,24,
23,114,29,2,16,17,11,12,15,24,35,114,114,10,3,21,10,19,4,9,22,5,0,12,20,6,112,113,111,115,27,4,31,19,16,3,6,113,42,9,23,22,28,17,14,39,21,18,26,13,18,116,11,38,42,14,9,37,24,13,36,24,9,8,34,3,32,13,36,20,17,16,20,18,16,19,12,17,17,11,21,112,11,13,32,28,20,20,7,5,15,5,25,4,19,12,23,8,7,8,5,19,14,27,5,27,34,18,43,115,29,17,4,26,
26,111,15,12,32,32,2,28,46,24,6,110,109,4,7,27,14,16,9,3,21,18,110,0,20,4,114,113,110,113,3,15,70,48,6,21,5,110,8,12,44,9,66,14,48,4,14,50,17,11,6,110,40,4,5,5,24,9,2,20,5,5,3,6,4,25,9,23,8,17,5,29,33,4,12,21,43,28,11,20,19,114,2,3,76,8,23,4,13,34,9,12,33,9,33,16,23,16,27,25,36,10,36,63,19,22,3,15,6,110,67,14,17,6,
57,115,52,17,11,12,31,42,18,48,23,115,110,32,16,8,30,8,15,33,43,24,112,16,0,34,114,114,114,115,19,21,33,16,7,25,17,110,21,29,13,45,26,38,20,17,3,22,4,37,4,113,15,18,19,33,7,25,15,6,23,33,18,14,20,36,41,38,11,2,8,10,13,10,3,49,16,9,3,34,15,116,17,34,91,37,54,20,16,10,4,16,61,17,58,34,44,20,9,8,21,12,10,24,13,3,14,39,20,113,26,2,11,34,
27,109,13,7,25,26,3,19,12,24,13,108,111,3,5,40,11,21,5,2,22,12,110,4,26,0,111,110,109,110,9,10,30,50,10,13,3,112,14,9,53,9,27,15,10,10,20,14,23,17,10,109,8,10,11,6,8,14,6,17,11,9,2,4,10,11,12,19,14,23,9,32,28,8,18,22,9,41,17,17,26,111,4,4,58,12,24,6,8,12,15,7,29,6,25,15,23,10,8,6,13,16,12,24,12,32,7,17,12,108,27,20,10,10,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
19,114,16,15,21,22,27,3,20,6,33,114,114,14,16,32,9,31,14,24,7,20,113,16,27,22,115,0,112,2,24,13,50,24,28,14,8,114,47,7,34,8,46,9,17,39,34,22,45,5,31,116,15,31,32,16,16,34,23,19,30,11,13,13,27,22,14,3,58,29,29,21,24,30,22,14,16,24,26,4,33,116,14,30,23,12,15,10,7,31,21,7,21,29,5,4,8,6,15,11,23,36,22,46,33,42,30,12,33,114,48,23,21,14,
3,113,21,20,26,27,28,13,23,10,34,113,113,18,21,31,6,33,18,25,7,19,112,19,30,23,113,111,0,113,26,18,46,29,27,19,14,113,45,11,33,10,43,6,21,38,36,25,46,10,32,115,19,32,33,20,19,35,24,24,31,13,17,17,28,24,15,13,57,31,30,26,29,31,26,5,20,27,28,12,35,114,18,30,6,14,2,12,12,29,25,13,4,23,17,8,8,11,19,15,27,37,25,42,28,40,31,5,34,113,44,27,26,15,
18,113,15,14,20,21,26,2,19,5,32,113,113,13,15,31,8,30,13,23,6,19,112,15,26,21,114,111,111,0,23,12,49,23,27,13,7,113,46,6,33,7,45,8,16,38,33,21,44,4,30,115,14,30,31,15,15,33,22,18,29,10,12,12,26,21,13,2,57,28,28,20,23,29,21,13,15,23,25,3,32,115,13,29,22,11,14,9,6,30,20,6,20,28,4,3,7,5,14,10,22,35,21,45,32,41,29,11,32,113,47,22,20,13,
36,111,23,22,30,30,6,34,38,32,2,111,110,10,18,24,23,15,19,7,30,28,110,4,19,8,113,114,110,114,0,26,60,40,12,33,16,109,11,22,38,16,56,23,40,7,14,42,17,21,12,111,31,4,3,11,20,3,2,17,3,11,6,17,2,46,16,30,10,17,10,26,31,9,15,31,34,25,15,28,19,113,5,8,83,14,33,7,24,30,14,22,40,20,38,25,31,26,22,21,49,11,30,53,37,19,6,24,4,111,57,16,34,12,
14,110,15,3,20,21,14,7,20,14,33,110,113,10,4,23,5,19,9,9,12,2,108,15,20,7,110,109,108,111,22,0,29,23,17,2,7,112,47,4,26,9,26,7,19,41,23,21,27,8,20,113,16,34,41,16,11,34,19,13,29,22,9,8,28,3,30,8,34,21,18,20,23,19,17,9,17,21,18,6,21,110,11,15,28,23,11,18,2,9,14,6,16,6,12,7,13,3,13,9,6,20,17,25,7,25,30,8,42,113,27,18,5,24,
37,112,46,11,4,5,17,13,5,27,39,112,110,35,10,10,9,17,5,15,25,16,110,34,23,13,111,111,112,113,31,14,0,5,14,18,10,110,37,8,12,29,7,20,5,30,23,2,27,17,19,113,3,28,30,48,7,44,25,9,37,48,20,4,32,19,70,14,29,24,15,7,7,16,17,32,4,9,18,11,19,112,26,23,52,61,34,31,7,7,12,7,39,13,22,13,26,9,3,4,14,20,8,6,13,15,23,21,32,113,7,18,8,53,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
67,111,44,18,14,15,24,52,22,58,12,110,109,23,16,7,34,2,17,27,53,29,108,7,7,28,114,113,111,113,8,24,31,25,0,29,20,108,11,31,21,39,29,43,23,7,5,24,7,47,3,113,17,7,8,26,4,15,6,3,13,24,9,14,9,32,37,51,4,10,2,9,16,3,3,58,20,8,6,47,4,115,8,30,92,31,64,11,19,7,2,19,71,17,62,44,54,24,6,5,23,4,7,27,9,5,5,44,9,113,28,4,8,25,
17,111,22,2,21,22,13,8,19,14,30,111,113,12,3,23,6,21,3,11,12,3,109,14,22,9,110,110,109,112,23,2,29,23,17,0,5,112,43,5,26,12,26,7,17,36,25,21,29,9,22,116,14,34,42,16,10,31,19,14,30,28,11,6,29,2,33,9,34,23,18,20,24,19,17,12,15,21,18,7,23,110,13,17,31,31,14,24,3,6,16,4,20,4,12,8,13,4,12,8,5,20,19,25,5,26,30,8,43,114,27,18,4,29,
20,113,24,5,9,10,7,9,8,17,24,112,112,7,3,12,6,11,3,6,15,8,109,8,12,5,111,111,109,113,16,6,26,12,9,9,0,112,32,5,15,14,23,10,6,26,15,10,19,10,12,113,4,23,29,10,4,25,13,7,23,15,6,2,21,7,21,10,25,13,10,9,12,11,9,15,5,10,10,8,13,111,8,8,35,18,17,12,4,8,8,4,22,4,13,9,16,6,4,2,9,12,8,20,8,13,19,11,30,112,23,10,6,16,
39,114,49,14,6,7,20,16,7,30,42,114,112,38,13,12,12,20,8,18,28,19,112,37,26,16,113,113,114,115,34,17,3,7,17,21,13,0,40,11,14,32,10,23,7,33,26,4,30,20,22,115,5,31,33,51,10,47,28,12,40,51,23,7,35,22,73,17,32,27,18,9,9,19,20,34,6,11,21,14,22,114,29,26,54,64,36,34,10,10,15,10,41,15,25,16,29,12,5,7,16,23,11,9,15,18,26,24,35,115,2,21,11,56,
62,111,29,30,23,23,10,50,30,51,9,111,110,16,28,16,33,8,29,12,44,50,109,5,13,13,114,114,111,114,5,45,44,35,6,50,35,109,0,32,31,22,40,38,32,2,9,33,10,31,6,113,25,4,5,17,11,11,4,10,8,17,7,26,6,51,21,46,3,10,5,19,24,4,9,58,28,18,8,40,12,115,6,13,95,21,59,8,41,15,8,33,64,29,52,36,45,44,13,12,35,6,18,38,18,12,3,39,6,113,41,11,16,18,
7,111,10,11,16,18,24,4,15,9,25,111,112,8,12,23,2,25,10,21,7,11,111,9,21,18,113,110,110,112,18,9,45,20,18,10,7,112,43,0,24,4,42,2,13,36,27,16,38,4,23,114,11,23,24,10,11,26,16,13,22,7,7,9,19,15,8,4,57,22,21,17,20,22,17,3,12,18,19,3,28,114,8,28,9,8,4,6,6,24,16,6,9,19,7,3,8,5,11,8,18,28,16,41,24,38,22,3,25,112,43,18,17,8,
48,113,77,16,4,5,42,22,8,36,23,113,112,34,15,2,15,11,12,44,32,21,111,17,7,45,113,113,113,114,19,18,13,6,10,24,14,111,26,14,0,65,10,27,9,18,10,9,11,25,9,113,11,18,19,36,7,27,16,6,25,37,19,11,20,29,50,23,16,9,11,3,6,12,6,42,7,2,8,20,13,114,18,44,80,45,44,22,13,10,8,13,50,20,33,22,33,15,9,8,23,16,8,9,21,3,15,28,20,113,10,5,12,38,
9,110,2,10,46,47,6,7,15,10,13,110,111,4,11,48,4,22,9,5,8,11,110,5,27,6,112,111,109,111,7,8,52,65,10,9,5,110,12,3,62,0,46,4,12,8,20,17,24,2,10,111,10,8,9,6,10,14,6,39,11,3,3,8,8,15,4,6,12,24,9,51,50,8,16,5,11,49,15,5,26,112,4,7,14,4,6,2,4,22,13,4,11,20,8,5,9,3,10,6,18,16,19,42,24,38,7,5,10,109,47,18,16,4,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
5,112,17,19,25,26,26,8,22,5,32,112,112,13,20,30,3,32,16,23,3,17,111,18,28,21,112,110,110,112,25,16,45,28,25,18,11,112,44,6,32,5,42,0,20,37,34,24,44,5,30,114,18,30,31,16,17,33,23,22,29,8,12,15,26,23,10,8,56,29,28,25,28,29,24,2,19,26,26,7,34,113,14,28,5,9,3,7,10,28,23,10,6,22,12,4,4,8,17,12,26,35,24,41,27,39,29,2,32,112,43,25,25,10,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
62,111,29,30,23,23,10,50,30,51,8,111,110,16,28,16,33,8,29,12,44,50,109,4,13,13,114,114,111,114,4,45,44,35,6,50,35,109,2,32,31,22,40,38,32,0,9,33,10,31,6,113,25,3,4,17,11,10,3,10,7,17,6,26,5,51,21,46,2,10,5,19,24,4,9,58,28,18,8,40,12,115,5,13,95,21,59,7,41,15,8,33,64,29,52,36,45,44,13,12,35,6,18,38,18,12,2,39,5,113,41,11,16,18,
71,113,45,24,18,19,25,57,29,64,12,114,113,23,23,15,46,7,25,27,60,37,111,8,3,28,115,115,113,115,8,33,42,25,5,36,28,111,13,45,21,37,38,53,33,7,0,30,2,52,2,114,25,7,8,25,12,14,7,10,12,25,10,23,9,43,35,57,11,2,4,17,23,5,4,65,27,16,3,53,8,115,9,28,95,30,68,11,29,17,7,27,73,24,64,49,61,32,14,13,33,6,15,36,19,7,6,54,9,115,38,5,18,26,
37,113,45,10,3,4,16,12,4,26,38,113,111,34,9,9,8,16,4,14,24,15,111,33,22,12,112,112,113,114,30,13,7,4,13,17,9,111,36,7,11,28,6,19,4,29,22,0,26,16,18,114,2,27,29,47,6,43,24,8,36,47,19,3,31,18,69,13,28,23,14,6,6,15,16,32,3,8,17,10,18,113,25,22,53,60,34,30,6,6,11,6,39,13,21,12,25,8,2,3,14,19,7,5,13,14,22,20,31,114,6,17,7,52,
71,113,45,24,18,19,25,57,29,64,12,114,113,23,23,15,46,7,25,27,60,37,111,8,4,28,115,115,113,115,8,33,42,25,5,36,28,111,13,45,21,37,38,53,33,7,2,30,0,52,3,114,25,7,8,25,12,14,7,10,12,25,10,23,9,43,35,57,11,3,4,17,23,5,5,65,27,16,4,53,8,115,9,28,95,30,68,11,29,17,7,27,73,24,64,49,61,32,14,13,33,6,15,36,19,7,6,54,9,115,38,6,18,26,
8,111,10,9,15,16,19,5,14,9,29,111,114,8,10,22,3,21,8,16,7,10,111,10,19,14,112,111,110,112,19,7,45,18,18,8,4,112,55,2,23,5,41,3,11,42,24,16,31,0,21,115,9,24,24,10,9,31,17,13,25,7,7,7,22,14,8,5,53,20,19,15,18,20,15,4,10,17,17,4,25,113,8,22,13,8,5,6,3,21,14,3,10,19,7,4,8,2,9,5,17,21,15,39,23,34,23,4,25,113,42,16,15,8,
71,113,43,21,16,18,25,58,29,64,12,114,113,23,20,11,45,5,23,27,60,35,111,6,6,28,116,116,113,116,8,31,42,24,3,34,26,111,13,44,20,36,38,53,33,5,2,30,3,52,0,114,25,6,8,25,10,14,5,8,12,25,8,21,9,43,34,57,9,4,2,13,20,3,3,65,27,12,2,53,7,117,7,27,95,30,68,9,27,15,5,25,73,21,64,48,61,30,12,11,33,6,13,36,17,5,4,54,9,114,38,4,16,26,
50,112,92,19,3,2,53,25,4,36,29,111,110,40,18,6,21,15,14,43,34,26,109,22,12,40,113,112,111,113,25,24,10,4,14,28,21,109,28,20,8,70,6,29,6,24,15,6,16,27,13,0,8,23,25,41,9,33,20,5,30,43,24,13,26,31,59,27,20,14,15,4,3,16,10,45,3,5,12,23,18,114,23,56,75,52,47,26,16,12,10,17,52,24,35,26,35,20,10,12,27,22,10,5,21,7,19,30,25,114,7,9,14,47,
37,111,49,10,2,3,20,14,3,26,39,111,110,37,9,9,10,20,7,14,24,15,110,36,20,12,113,112,112,113,31,13,7,3,16,18,10,110,38,9,11,33,5,19,3,30,27,4,29,16,23,112,0,31,31,49,7,44,27,8,38,48,24,6,32,21,73,15,29,23,17,6,5,18,17,32,2,8,20,12,24,114,26,26,55,62,34,31,8,6,15,8,39,15,21,14,25,10,5,6,16,23,8,4,14,10,25,20,33,112,5,13,7,53,
62,111,29,30,23,23,13,50,30,51,5,111,110,16,29,18,32,10,30,14,43,50,109,9,14,15,115,114,111,114,4,45,45,36,5,50,36,109,6,31,32,21,41,37,33,3,9,34,11,30,5,111,25,0,2,17,13,7,6,12,5,17,11,27,3,51,21,46,5,12,4,20,24,3,10,58,28,19,10,39,13,115,10,14,95,20,59,13,40,17,8,33,64,30,52,35,45,44,15,14,36,6,20,39,19,14,2,38,3,111,42,11,18,18,
54,111,26,37,24,24,12,44,33,42,4,111,111,14,33,19,29,11,33,13,37,47,110,7,15,14,115,114,111,114,3,44,49,37,7,52,28,110,6,27,33,20,44,32,35,5,10,36,12,26,7,112,28,2,0,15,14,6,5,13,4,15,9,30,2,53,19,39,6,13,6,21,26,5,10,47,31,20,10,36,15,115,8,14,94,19,51,10,40,20,9,41,60,37,52,31,39,45,17,16,40,6,22,41,22,15,4,33,2,112,45,11,21,16,
21,110,11,12,36,36,6,24,39,23,8,109,109,2,8,30,15,18,10,3,20,20,110,4,23,5,112,110,110,110,7,17,66,47,10,21,6,111,12,14,43,9,59,16,39,8,18,43,20,13,9,108,35,8,9,0,27,9,5,24,9,7,3,7,8,22,8,20,11,21,8,33,37,7,16,17,36,31,15,17,21,112,2,7,70,8,18,5,15,27,13,13,26,10,27,17,21,17,20,18,25,14,38,56,19,25,6,17,10,108,61,18,17,8,
28,114,39,8,6,7,13,12,6,22,21,114,112,31,7,8,9,5,6,11,20,13,110,14,6,9,112,113,113,115,17,11,14,9,4,13,8,112,19,8,11,22,12,15,5,16,9,7,13,14,6,113,3,15,17,37,0,24,12,2,22,42,16,5,18,13,56,13,12,7,5,5,8,6,4,23,4,6,5,11,7,113,15,15,56,48,25,27,7,4,3,7,31,8,17,12,21,9,3,2,7,7,2,10,6,9,11,16,18,113,11,5,5,45,
